relay,lat,rate,obs,up,down
st.http.2,100.0,50,12,16.782,208.437
st.http.2,100.0,50,13,25.323,332.922
st.http.2,100.0,50,14,16.526,203.957
st.http.2,100.0,50,15,19.35,224.624
st.http.2,100.0,50,16,30.572,387.255
st.http.2,100.0,50,17,31.33,395.739
st.http.2,100.0,50,18,28.068,345.872
st.http.2,100.0,50,19,19.943,241.197
st.http.2,100.0,50,20,20.849,252.748
st.http.2,100.0,150,1,31.776,359.798
st.http.2,100.0,150,2,22.101,277.488
st.http.2,100.0,150,3,19.607,225.4
st.http.2,100.0,150,4,22.124,293.291
st.http.2,100.0,150,5,21.526,284.609
st.http.2,100.0,150,6,25.048,294.927
st.http.2,100.0,150,7,12.856,148.941
st.http.2,100.0,150,8,17.881,236.661
st.http.2,100.0,150,9,22.107,271.885
st.http.2,100.0,150,10,25.978,342.196
st.http.2,100.0,150,11,17.6,132.456
st.http.2,100.0,150,12,15.835,180.757
st.http.2,100.0,150,13,20.286,250.581
st.http.2,100.0,150,14,20.257,280.337
st.http.2,100.0,150,15,32.14,396.604
st.http.2,100.0,150,16,24.114,288.983
st.http.2,100.0,150,17,19.588,261.492
st.http.2,100.0,150,18,21.552,250.476
st.http.2,100.0,150,19,21.719,236.227
st.http.2,100.0,150,20,28.272,398.736
st.http.2,100.0,300,1,26.293,329.729
st.http.2,100.0,300,2,19.643,255.216
st.http.2,100.0,300,3,21.682,272.927
st.http.2,100.0,300,4,16.825,199.278
st.http.2,100.0,300,5,25.979,360.388
st.http.2,100.0,300,6,16.079,191.398
st.http.2,100.0,300,7,18.256,230.019
st.http.2,100.0,300,8,19.066,252.988
st.http.2,100.0,300,9,23.364,297.011
st.http.2,100.0,300,10,25.843,267.795
st.http.2,100.0,300,11,20.819,258.203
st.http.2,100.0,300,12,30.569,357.06
st.http.2,100.0,300,13,30.908,393.568
st.http.2,100.0,300,14,21.875,265.665
st.http.2,100.0,300,15,23.683,296.006
st.http.2,100.0,300,16,24.775,285.571
st.http.2,100.0,300,17,27.774,339.53
st.http.2,100.0,300,18,31.603,404.89
st.http.2,100.0,300,19,35.385,441.596
st.http.2,100.0,300,20,32.061,469.041
st.http.2,150.0,50,1,20.247,301.239
st.http.2,150.0,50,2,17.932,224.589
st.http.2,150.0,50,3,13.99,190.888
st.http.2,150.0,50,4,13.063,178.475
st.http.2,150.0,50,5,15.263,206.551
st.http.2,150.0,50,6,17.804,221.558
st.http.2,150.0,50,7,13.669,203.879
st.http.2,150.0,50,8,16.154,197.423
st.http.2,150.0,50,9,15.363,204.041
st.http.2,150.0,50,10,16.173,190.01
st.http.2,150.0,50,11,15.479,196.622
st.http.2,150.0,50,12,15.634,210.906
st.http.2,150.0,50,13,16.95,205.73
st.http.2,150.0,50,14,11.777,71.71
st.http.2,150.0,50,15,13.378,140.298
st.http.2,150.0,50,16,12.752,157.616
st.http.2,150.0,50,17,19.323,256.627
st.http.2,150.0,50,18,15.78,269.984
st.http.2,150.0,50,19,18.8,222.859
st.http.2,150.0,50,20,15.196,191.398
st.http.2,150.0,150,1,18.31,194.125
st.http.2,150.0,150,2,16.503,277.007
st.http.2,150.0,150,3,16.482,214.203
st.http.2,150.0,150,4,14.409,216.58
st.http.2,150.0,150,5,15.376,169.034
st.http.2,150.0,150,6,14.705,209.715
st.http.2,150.0,150,7,17.67,256.848
st.http.2,150.0,150,8,15.164,207.981
st.http.2,150.0,150,9,16.447,216.187
st.http.2,150.0,150,10,20.047,280.994
st.http.2,150.0,150,11,10.788,117.608
st.http.2,150.0,150,12,16.179,221.489
st.http.2,150.0,150,13,15.003,182.25
st.http.2,150.0,150,14,11.678,170.665
st.http.2,150.0,150,15,16.573,195.554
st.http.2,150.0,150,16,16.293,157.53
st.http.2,150.0,150,17,15.172,163.556
st.http.2,150.0,150,18,13.609,178.865
st.http.2,150.0,150,19,16.969,194.649
st.http.2,150.0,150,20,14.227,165.928
st.http.2,150.0,300,1,18.474,255.266
st.http.2,150.0,300,2,17.633,224.646
st.http.2,150.0,300,3,12.297,147.637
st.http.2,150.0,300,4,13.554,166.761
st.http.2,150.0,300,5,16.278,246.457
st.http.2,150.0,300,6,16.641,239.313
st.http.2,150.0,300,7,15.044,189.717
st.http.2,150.0,300,8,14.959,188.255
st.http.2,150.0,300,9,13.566,158.922
st.http.2,150.0,300,10,18.401,222.666
st.http.2,150.0,300,11,18.001,293.3
st.http.2,150.0,300,12,16.232,239.844
st.http.2,150.0,300,13,17.697,268.894
st.http.2,150.0,300,14,12.177,136.486
st.http.2,150.0,300,15,13.606,171.676
st.http.2,150.0,300,16,18.17,276.961
st.http.2,150.0,300,17,16.545,179.357
st.http.2,150.0,300,18,14.401,216.107
st.http.2,150.0,300,19,14.233,173.827
st.http.2,150.0,300,20,18.503,257.96
st.http.2,200.0,50,1,13.205,178.233
st.http.2,200.0,50,2,15.13,155.006
st.http.2,200.0,50,3,9.685,140.026
st.http.2,200.0,50,4,12.64,197.902
st.http.2,200.0,50,5,10.566,133.82
st.http.2,200.0,50,6,11.079,129.413
st.http.2,200.0,50,7,9.867,135.794
st.http.2,200.0,50,8,11.714,185.904
st.http.2,200.0,50,9,10.902,153.424
st.http.2,200.0,50,10,12.865,141.144
st.http.2,200.0,50,11,12.085,138.701
st.http.2,200.0,50,12,11.103,143.862
st.http.2,200.0,50,13,11.711,179.827
st.http.2,200.0,50,14,10.783,166.38
st.http.2,200.0,50,15,9.964,122.871
st.http.2,200.0,50,16,9.706,112.389
st.http.2,200.0,50,17,9.375,99.476
st.http.2,200.0,50,18,11.15,161.526
st.http.2,200.0,50,19,11.616,153.492
st.http.2,200.0,50,20,8.75,88.583
st.http.2,200.0,150,1,14.304,160.603
st.http.2,200.0,150,2,10.374,167.764
st.http.2,200.0,150,3,10.493,93.9
st.http.2,200.0,150,4,10.196,127.82
st.http.2,200.0,150,5,12.228,181.692
st.http.2,200.0,150,6,10.658,83.827
st.http.2,200.0,150,7,10.096,132.941
st.http.2,200.0,150,8,13.215,169.865
st.http.2,200.0,150,9,12.435,187.225
st.http.2,200.0,150,10,10.446,132.385
st.http.2,200.0,150,11,12.3,149.216
st.http.2,200.0,150,12,13.587,194.148
st.http.2,200.0,150,13,9.832,116.008
st.http.2,200.0,150,14,10.689,158.926
st.http.2,200.0,150,15,10.913,148.007
st.http.2,200.0,150,16,8.332,92.046
st.http.2,200.0,150,17,12.961,134.628
st.http.2,200.0,150,18,10.662,135.328
st.http.2,200.0,150,19,9.763,95.271
st.http.2,200.0,150,20,7.744,87.886
st.http.2,200.0,300,1,12.858,145.095
st.http.2,200.0,300,2,11.092,111.589
st.http.2,200.0,300,3,11.459,151.441
st.http.2,200.0,300,4,6.587,53.765
st.http.2,200.0,300,5,10.943,154.693
st.http.2,200.0,300,6,9.928,117.829
st.http.2,200.0,300,7,11.46,101.833
st.http.2,200.0,300,8,10.82418,172.55145
st.http.2,200.0,300,9,10.9,145.996
st.http.2,200.0,300,10,11.53,138.29
st.http.2,200.0,300,11,12.393,180.176
st.http.2,200.0,300,12,12.347,147.009
st.http.2,200.0,300,13,10.979,156.982
st.http.2,200.0,300,14,12.455,169.757
st.http.2,200.0,300,15,10.209,147.657
st.http.2,200.0,300,16,11.096,133.964
st.http.2,200.0,300,17,12.576,160.228
st.http.2,200.0,300,18,9.092,101.411
st.http.2,200.0,300,19,12.906,164.992
st.http.2,200.0,300,20,13.821,180.911
st.http.2,250.0,50,1,7.54,80.599
st.http.2,250.0,50,2,7.974,137.186
st.http.2,250.0,50,3,5.581,48.671
st.http.2,250.0,50,4,13.211,35.63
st.http.2,250.0,50,5,4.543,39.859
st.http.2,250.0,50,6,6.049,51.831
st.http.2,250.0,50,7,5.058,43.246
st.http.2,250.0,50,8,4.984,43.545
st.http.2,250.0,50,9,5.566,44.149
st.http.2,250.0,50,10,5.176,37.268
st.http.2,250.0,50,11,5.807,38.456
st.http.2,250.0,50,12,6.508,47.867
st.http.2,250.0,50,13,6.856,28.196
st.http.2,250.0,50,14,5.253,47.548
st.http.2,250.0,50,15,5.14,44.405
st.http.2,250.0,50,16,6.16,40.455
st.http.2,250.0,50,17,9.618,61.851
st.http.2,250.0,50,18,7.127,78.863
st.http.2,250.0,50,19,8.583,157.485
st.http.2,250.0,50,20,9.369,84.81
st.http.2,250.0,150,1,6.766,79.546
st.http.2,250.0,150,2,12.597,75.035
st.http.2,250.0,150,3,6.911,88.562
st.http.2,250.0,150,4,6.914,105.1
st.http.2,250.0,150,5,7.937,145.704
st.http.2,250.0,150,6,8.502,132.653
st.http.2,250.0,150,7,10.557,132.8
st.http.2,250.0,150,8,7.616,109.828
st.http.2,250.0,150,9,8.27,82.131
st.http.2,250.0,150,10,8.499,138.975
st.http.2,250.0,150,11,11.6,149.902
st.http.2,250.0,150,12,8.829,155.853
st.http.2,250.0,150,13,13.738,77.253
st.http.2,250.0,150,14,8.729,127.055
st.http.2,250.0,150,15,8.715,144.826
st.http.2,250.0,150,16,8.212,145.216
st.http.2,250.0,150,17,7.023,100.414
st.http.2,250.0,150,18,9.043,134.983
st.http.2,250.0,150,19,9.09,168.726
st.http.2,250.0,150,20,9.304,173.403
st.http.2,250.0,300,1,10.429,113.164
st.http.2,250.0,300,2,8.036,109.32
st.http.2,250.0,300,3,12.743,98.309
st.http.2,250.0,300,4,10.932,65.54
st.http.2,250.0,300,5,5.602,64.436
st.http.2,250.0,300,6,6.665,57.355
st.http.2,250.0,300,7,4.835,36.537
st.http.2,250.0,300,8,5.686,44.314
st.http.2,250.0,300,9,5.11,42.08
st.http.2,250.0,300,10,4.831,46.174
st.http.2,250.0,300,11,5.908,49.18
st.http.2,250.0,300,12,16.118,39.332
st.http.2,250.0,300,13,4.996,45.903
st.http.2,250.0,300,14,5.095,39.325
st.http.2,250.0,300,15,5.798,48.714
st.http.2,250.0,300,16,4.896,43.463
st.http.2,250.0,300,17,5.403,42.358
st.http.2,250.0,300,18,4.708,39.763
st.http.2,250.0,300,19,4.935,43.577
st.http.2,250.0,300,20,6.053,55.587
st.http.2,300.0,50,1,4.119,32.867
st.http.2,300.0,50,2,10.256,50.873
st.http.2,300.0,50,3,7.337,34.863
st.http.2,300.0,50,4,4.024,34.266
st.http.2,300.0,50,5,4.526,40.807
st.http.2,300.0,50,6,4.575,40.395
st.http.2,300.0,50,7,4.377,41.335
st.http.2,300.0,50,8,3.904,33.028
st.http.2,300.0,50,9,4.588,32.658
st.http.2,300.0,50,10,4.311,41.166
st.http.2,300.0,50,11,13.487,34.226
st.http.2,300.0,50,12,4.128,37.695
st.http.2,300.0,50,13,4.784,49.17
st.http.2,300.0,50,14,4.248,32.1
st.http.2,300.0,50,15,4.141,34.414
st.http.2,300.0,50,16,3.975,32.623
st.http.2,300.0,50,17,4.482,32.527
st.http.2,300.0,50,18,3.941,32.255
st.http.2,300.0,50,19,3.763,34.298
st.http.2,300.0,50,20,4.212,27.126
st.http.2,300.0,150,1,3.445,25.099
st.http.2,300.0,150,2,9.567,40.538
st.http.2,300.0,150,3,8.452,26.62
st.http.2,300.0,150,4,3.737,27.304
st.http.2,300.0,150,5,3.503,24.966
st.http.2,300.0,150,6,4.128,38.091
st.http.2,300.0,150,7,3.841,31.681
st.http.2,300.0,150,8,3.25,21.968
st.http.2,300.0,150,9,3.342,29.768
st.http.2,300.0,150,10,3.852,34.742
st.http.2,300.0,150,11,3.493,19.234
st.http.2,300.0,150,12,3.907,32.033
st.http.2,300.0,150,13,3.807,26.222
st.http.2,300.0,150,14,12.223,43.271
st.http.2,300.0,150,15,7.111,32.571
st.http.2,300.0,150,16,4.164,36.211
st.http.2,300.0,150,17,4.048,35.137
st.http.2,300.0,150,18,4.044,37.287
st.http.2,300.0,150,19,4.307,37.807
st.http.2,300.0,150,20,3.21,31.606
st.http.2,300.0,300,1,3.553,38.803
st.http.2,300.0,300,2,4.397,41.27
st.http.2,300.0,300,3,3.836,34.605
st.http.2,300.0,300,4,3.893,28.758
st.http.2,300.0,300,5,3.769,27.028
st.http.2,300.0,300,6,4.002,33.716
st.http.2,300.0,300,7,5.558,27.993
st.http.2,300.0,300,8,7.668,42.986
st.http.2,300.0,300,9,3.448,34.629
st.http.2,300.0,300,10,3.803,26.175
st.http.2,300.0,300,11,8.985,28.681
st.http.2,300.0,300,12,3.715,37.825
st.http.2,300.0,300,13,6.919,97.191
st.http.2,300.0,300,14,4.523,68.615
st.http.2,300.0,300,15,4.666,32.398
st.http.2,300.0,300,16,5.208,93.271
st.http.2,300.0,300,17,6.784,45.891
st.http.2,300.0,300,18,4.518,51.46
st.http.2,300.0,300,19,4.262,46.651
st.http.2,300.0,300,20,6.373,78.469
st.http.2,350.0,50,1,5.753,44.444
st.http.2,350.0,50,2,4.239,58.931
st.http.2,350.0,50,3,6.498,52.705
st.http.2,350.0,50,4,3.035,39.372
st.http.2,350.0,50,5,6.086,78.075
st.http.2,350.0,50,6,5.189,103.932
st.http.2,350.0,50,7,7.212,82.382
st.http.2,350.0,50,8,4.559,26.243
st.http.2,350.0,50,9,4.141,47.152
st.http.2,350.0,50,10,4.051,82.247
st.http.2,350.0,50,11,7.75,57.436
st.http.2,350.0,50,12,6.749,49.457
st.http.2,350.0,50,13,4.794,56.327
st.http.2,350.0,50,14,3.902,49.808
st.http.2,350.0,50,15,4.143,45.854
st.http.2,350.0,50,16,4.045,73.337
st.http.2,350.0,50,17,5.154,73.887
st.http.2,350.0,50,18,4.781,78.006
st.http.2,350.0,50,19,4.49,31.703
st.http.2,350.0,50,20,3.981,64.974
st.http.2,350.0,150,1,10.723,52.122
st.http.2,350.0,150,2,9.899,21.501
st.http.2,350.0,150,3,4.769,59.719
st.http.2,350.0,150,4,4.568,111.562
st.http.2,350.0,150,5,4.141,69.091
st.http.2,350.0,150,6,5.405,54.803
st.http.2,350.0,150,7,4.077,64.366
st.http.2,350.0,150,8,3.331,55.038
st.http.2,350.0,150,9,4.867,59.694
st.http.2,350.0,150,10,5.426,101.804
st.http.2,350.0,150,11,4.242,79.959
st.http.2,350.0,150,12,5.863,101.3
st.http.2,350.0,150,13,4.486,56.151
st.http.2,350.0,150,14,3.965,77.96
st.http.2,350.0,150,15,4.956,54.883
st.http.2,350.0,150,16,4.466,69.877
st.http.2,350.0,150,17,5.157,114.73
st.http.2,350.0,150,18,4.974,54.875
st.http.2,350.0,150,19,4.246,56.168
st.http.2,350.0,150,20,2.843,29.286
st.http.2,350.0,300,1,11.835,19.795
st.http.2,350.0,300,2,6.979,20.481
st.http.2,350.0,300,3,4.347,28.276
st.http.2,350.0,300,4,2.818,29.243
st.http.2,350.0,300,5,3.559,26.937
st.http.2,350.0,300,6,2.371,13.522
st.http.2,350.0,300,7,3.209,33.967
st.http.2,350.0,300,8,3.63,26.518
st.http.2,350.0,300,9,3.113,27.718
st.http.2,350.0,300,10,3.299,32.434
st.http.2,350.0,300,11,3.123,29.513
st.http.2,350.0,300,12,3.613,24.936
st.http.2,350.0,300,13,9.191,31.578
st.http.2,350.0,300,14,6.75,32.459
st.http.2,350.0,300,15,3.274,11.097
st.http.2,350.0,300,16,3.166,23.554
st.http.2,350.0,300,17,3.206,30.228
st.http.2,350.0,300,18,3.28,22.358
st.http.2,350.0,300,19,3.077,30.08
st.http.2,350.0,300,20,3.714,27.145
st.http.2,400.0,50,1,2.99,23.49
st.http.2,400.0,50,2,2.453,20.747
st.http.2,400.0,50,3,3.135,24.69
st.http.2,400.0,50,4,3.069,26.846
st.http.2,400.0,50,5,3.084,26.966
st.http.2,400.0,50,6,2.255,26.907
st.http.2,400.0,50,7,2.655,16.834
st.http.2,400.0,50,8,3.046,17.905
st.http.2,400.0,50,9,12.823,23.508
st.http.2,400.0,50,10,5.693,28.772
st.http.2,400.0,50,11,2.441,29.49
st.http.2,400.0,50,12,3.034,25.771
st.http.2,400.0,50,13,3.072,20.437
st.http.2,400.0,50,14,2.587,29.321
st.http.2,400.0,50,15,2.88,22.231
st.http.2,400.0,50,16,3.234,30.354
st.http.2,400.0,50,17,2.552,22.579
st.http.2,400.0,50,18,2.883,26.213
st.http.2,400.0,50,19,3.404,34.439
st.http.2,400.0,50,20,2.728,6.864
st.http.2,400.0,150,1,2.394,19.164
st.http.2,400.0,150,2,2.425,12.952
st.http.2,400.0,150,3,2.513,13.232
st.http.2,400.0,150,4,2.448,25.759
st.http.2,400.0,150,5,2.935,22.27
st.http.2,400.0,150,6,11.308,21.75
st.http.2,400.0,150,7,5.683,13.616
st.http.2,400.0,150,8,3.636,26.873
st.http.2,400.0,150,9,2.425,25.466
st.http.2,400.0,150,10,3.267,30.94
st.http.2,400.0,150,11,2.947,26.458
st.http.2,400.0,150,12,3.005,16.128
st.http.2,400.0,150,13,2.789,33.02
st.http.2,400.0,150,14,3.216,19.777
st.http.2,400.0,150,15,2.47,22.23
st.http.2,400.0,150,16,2.282,23.013
st.http.2,400.0,150,17,3.037,25.288
st.http.2,400.0,150,18,3.333,20.963
st.http.2,400.0,150,19,2.128,15.248
st.http.2,400.0,150,20,2.61,12.905
st.http.2,400.0,300,1,2.788,26.41
st.http.2,400.0,300,2,11.421,21.545
st.http.2,400.0,300,3,5.432,23.161
st.http.2,400.0,300,4,4.907,31.555
st.http.2,400.0,300,5,2.586,12.447
st.http.2,400.0,300,6,2.829,28.277
st.http.2,400.0,300,7,2.296,16.3
st.http.2,400.0,300,8,2.885,22.653
st.http.2,400.0,300,9,2.836,22.843
st.http.2,400.0,300,10,2.857,16.067
st.http.2,400.0,300,11,2.762,27.021
st.http.2,400.0,300,12,3.172,32.281
st.http.2,400.0,300,13,3.251,31.064
st.http.2,400.0,300,14,2.053,16.951
st.http.2,400.0,300,15,3.091,26.028
st.http.2,400.0,300,16,2.629,17.09
st.http.2,400.0,300,17,2.678,16.065
st.http.2,400.0,300,18,2.384,19.018
st.http.2,400.0,300,19,8.154,28.758
st.http.2,400.0,300,20,5.686,14.921
st.http.2,450.0,50,1,2.697,23.472
st.http.2,450.0,50,2,2.246,22.214
st.http.2,450.0,50,3,2.519,13.337
st.http.2,450.0,50,4,2.252,26.227
st.http.2,450.0,50,5,2.456,12.521
st.http.2,450.0,50,6,2.514,30.613
st.http.2,450.0,50,7,2.525,17.976
st.http.2,450.0,50,8,2.516,27.518
st.http.2,450.0,50,9,2.575,12.768
st.http.2,450.0,50,10,2.335,23.116
st.http.2,450.0,50,11,2.32,17.024
st.http.2,450.0,50,12,2.448,18.693
st.http.2,450.0,50,13,2.329,12.677
st.http.2,450.0,50,14,10.046,15.251
st.http.2,450.0,50,15,5.17,19.818
st.http.2,450.0,50,16,4.706,24.003
st.http.2,450.0,50,17,2.79,31.553
st.http.2,450.0,50,18,2.881,17.478
st.http.2,450.0,50,19,1.692,12.887
st.http.2,450.0,50,20,2.178,10.574
st.http.2,450.0,150,1,2.494,21.113
st.http.2,450.0,150,2,2.298,16.575
st.http.2,450.0,150,3,2.431,29.028
st.http.2,450.0,150,4,2.618,20.091
st.http.2,450.0,150,5,2.46,23.921
st.http.2,450.0,150,6,2.473,18.635
st.http.2,450.0,150,7,2.624,31.134
st.http.2,450.0,150,8,2.428,19.207
st.http.2,450.0,150,9,2.314,20.907
st.http.2,450.0,150,10,2.744,11.033
st.http.2,450.0,150,11,1.792,18.556
st.http.2,450.0,150,12,10.214,18.395
st.http.2,450.0,150,13,4.558,19.778
st.http.2,450.0,150,14,4.866,23.11
st.http.2,450.0,150,15,2.55,26.089
st.http.2,450.0,150,16,2.466,16.622
st.http.2,450.0,150,17,2.139,12.912
st.http.2,450.0,150,18,2.318,10.838
st.http.2,450.0,150,19,1.895,20.69
st.http.2,450.0,150,20,2.966,27.587
st.http.2,450.0,300,1,2.452,15.913
st.http.2,450.0,300,2,2.311,21.673
st.http.2,450.0,300,3,2.562,21.391
st.http.2,450.0,300,4,3.326,20.896
st.http.2,450.0,300,5,2.04,22.392
st.http.2,450.0,300,6,2.312,15.601
st.http.2,450.0,300,7,2.172,20.522
st.http.2,450.0,300,8,2.988,26.966
st.http.2,450.0,300,9,2.733,23.073
st.http.2,450.0,300,10,9.225,33.112
st.http.2,450.0,300,11,7.219,1.135
st.http.2,450.0,300,12,4.196,31.312
st.http.2,450.0,300,13,2.445,16.195
st.http.2,450.0,300,14,2.94,22.483
st.http.2,450.0,300,15,2.249,28.465
st.http.2,450.0,300,16,2.564,16.19
st.http.2,450.0,300,17,2.128,16.732
st.http.2,450.0,300,18,3.053,22.897
st.http.2,450.0,300,19,2.255,12.581
st.http.2,450.0,300,20,2.052,22.679
st.http.2,500.0,50,1,2.532,16.904
st.http.2,500.0,50,2,2.303,16.994
st.http.2,500.0,50,3,1.762,15.177
st.http.2,500.0,50,4,2.471,17.993
st.http.2,500.0,50,5,2.669,25.04
st.http.2,500.0,50,6,1.921,18.372
st.http.2,500.0,50,7,2.612,20.081
st.http.2,500.0,50,8,2.518,22.994
st.http.2,500.0,50,9,2.005,16.602
st.http.2,500.0,50,10,2.515,18.703
st.http.2,500.0,50,11,2.44,17.919
st.http.2,500.0,50,12,11.31,23.622
st.http.2,500.0,50,13,4.014,20.001
st.http.2,500.0,50,14,3.677,18.285
st.http.2,500.0,50,15,2.626,31.687
st.http.2,500.0,50,16,1.758,6.757
st.http.2,500.0,50,17,2.524,17.448
st.http.2,500.0,50,18,2.127,22.28
st.http.2,500.0,50,19,2.137,20.061
st.http.2,500.0,50,20,2.666,17.438
st.http.2,500.0,150,1,2.292,22.711
st.http.2,500.0,150,2,1.796,16.862
st.http.2,500.0,150,3,2.605,6.871
st.http.2,500.0,150,4,1.961,18.537
st.http.2,500.0,150,5,2.107,24.122
st.http.2,500.0,150,6,2.662,19.735
st.http.2,500.0,150,7,2.59,21.517
st.http.2,500.0,150,8,1.921,13.062
st.http.2,500.0,150,9,2.155,12.794
st.http.2,500.0,150,10,2.155,20.529
st.http.2,500.0,150,11,2.31,27.215
st.http.2,500.0,150,12,2.844,21.151
st.http.2,500.0,150,13,10.625,26.75
st.http.2,500.0,150,14,4.742,19.658
st.http.2,500.0,150,15,2.408,23.761
st.http.2,500.0,150,16,2.559,15.959
st.http.2,500.0,150,17,2.169,9.977
st.http.2,500.0,150,18,1.808,21.811
st.http.2,500.0,150,19,2.535,16.253
st.http.2,500.0,150,20,2.658,20.591
st.http.2,500.0,300,1,2.127,23.17
st.http.2,500.0,300,2,2.348,12.766
st.http.2,500.0,300,3,2.107,12.759
st.http.2,500.0,300,4,1.804,18.539
st.http.2,500.0,300,5,2.463,20.095
st.http.2,500.0,300,6,2.126,21.436
st.http.2,500.0,300,7,2.502,26.054
st.http.2,500.0,300,8,2.442,13.045
st.http.2,500.0,300,9,2.15,19.406
st.http.2,500.0,300,10,2.273,18.5
st.http.2,500.0,300,11,2.31,16.767
st.http.2,500.0,300,12,2.158,17.013
st.http.2,500.0,300,13,8.736,28.495
st.http.2,500.0,300,14,5.417,6.515
st.http.2,500.0,300,15,5.428,18.108
st.http.2,500.0,300,16,3.751,33.947
st.http.2,500.0,300,17,2.523,12.345
st.http.2,500.0,300,18,2.041,9.828
st.http.2,500.0,300,19,2.042,19.693
st.http.2,500.0,300,20,2.31,19.103
st.http.2,550.0,50,1,1.882,12.164
st.http.2,550.0,50,2,1.989,16.608
st.http.2,550.0,50,3,1.909,16.536
st.http.2,550.0,50,4,2.392,16.346
st.http.2,550.0,50,5,1.918,19.147
st.http.2,550.0,50,6,1.883,12.517
st.http.2,550.0,50,7,1.914,15.989
st.http.2,550.0,50,8,2.19,20.897
st.http.2,550.0,50,9,2.096,24.421
st.http.2,550.0,50,10,1.994,12.397
st.http.2,550.0,50,11,1.76,16.771
st.http.2,550.0,50,12,2.072,18.793
st.http.2,550.0,50,13,1.968,12.798
st.http.2,550.0,50,14,1.715,17.347
st.http.2,550.0,50,15,2.707,16.29
st.http.2,550.0,50,16,2.14,20.987
st.http.2,550.0,50,17,8.808,21.779
st.http.2,550.0,50,18,6.45,12.333
st.http.2,550.0,50,19,4.236,21.342
st.http.2,550.0,50,20,2.606,14.838
st.http.2,550.0,150,1,2.033,22.283
st.http.2,550.0,150,2,2.129,15.953
st.http.2,550.0,150,3,2.458,26.538
st.http.2,550.0,150,4,1.898,16.512
st.http.2,550.0,150,5,1.822,15.63
st.http.2,550.0,150,6,1.912,12.309
st.http.2,550.0,150,7,1.881,20.835
st.http.2,550.0,150,8,2.036,12.981
st.http.2,550.0,150,9,1.927,15.0
st.http.2,550.0,150,10,2.369,18.343
st.http.2,550.0,150,11,2.271,17.411
st.http.2,550.0,150,12,1.807,15.107
st.http.2,550.0,150,13,2.2,21.336
st.http.2,550.0,150,14,2.162,20.251
st.http.2,550.0,150,15,2.462,27.0
st.http.2,550.0,150,16,2.213,20.904
st.http.2,550.0,150,17,2.182,18.177
st.http.2,550.0,150,18,2.096,17.618
st.http.2,550.0,150,19,1.889,18.913
st.http.2,550.0,150,20,1.883,12.48
st.http.2,550.0,300,1,1.791,19.136
st.http.2,550.0,300,2,11.367,13.07
st.http.2,550.0,300,3,3.662,17.482
st.http.2,550.0,300,4,4.201,23.785
st.http.2,550.0,300,5,3.35,21.129
st.http.2,550.0,300,6,2.099,14.168
st.http.2,550.0,300,7,2.04,16.246
st.http.2,550.0,300,8,1.786,15.679
st.http.2,550.0,300,9,2.063,20.425
st.http.2,550.0,300,10,2.709,26.65
st.http.2,550.0,300,11,1.868,16.485
st.http.2,550.0,300,12,1.801,11.611
st.http.2,550.0,300,13,2.126,20.352
st.http.2,550.0,300,14,2.124,16.14
st.http.2,550.0,300,15,1.846,12.388
st.http.2,550.0,300,16,1.876,17.811
st.http.2,550.0,300,17,2.789,19.479
st.http.2,550.0,300,18,2.14,21.142
st.http.2,550.0,300,19,2.194,17.094
st.http.2,550.0,300,20,1.979,17.577
st.http.2,600.0,50,1,1.878,19.467
st.http.2,600.0,50,2,2.142,16.333
st.http.2,600.0,50,3,1.772,12.546
st.http.2,600.0,50,4,1.026,11.135
st.http.2,600.0,50,5,2.017,16.075
st.http.2,600.0,50,6,10.423,12.516
st.http.2,600.0,50,7,3.714,23.641
st.http.2,600.0,50,8,3.736,22.719
st.http.2,600.0,50,9,2.272,13.122
st.http.2,600.0,50,10,1.8,6.723
st.http.2,600.0,50,11,1.226,17.446
st.http.2,600.0,50,12,2.189,20.284
st.http.2,600.0,50,13,2.057,15.466
st.http.2,600.0,50,14,2.097,19.534
st.http.2,600.0,50,15,1.934,15.852
st.http.2,600.0,50,16,1.656,6.269
st.http.2,600.0,50,17,1.712,15.889
st.http.2,600.0,50,18,2.111,16.054
st.http.2,600.0,50,19,1.347,15.024
st.http.2,600.0,50,20,1.934,20.031
st.http.2,600.0,150,1,1.861,12.304
st.http.2,600.0,150,2,1.748,12.733
st.http.2,600.0,150,3,1.986,16.301
st.http.2,600.0,150,4,1.606,12.349
st.http.2,600.0,150,5,1.502,10.691
st.http.2,600.0,150,6,2.201,11.593
st.http.2,600.0,150,7,1.564,19.008
st.http.2,600.0,150,8,1.507,15.4
st.http.2,600.0,150,9,2.037,19.954
st.http.2,600.0,150,10,11.751,17.414
st.http.2,600.0,150,11,4.121,20.753
st.http.2,600.0,150,12,3.668,10.266
st.http.2,600.0,150,13,4.083,22.755
st.http.2,600.0,150,14,2.675,17.907
st.http.2,600.0,150,15,3.002,21.337
st.http.2,600.0,150,16,1.911,14.914
st.http.2,600.0,150,17,1.825,12.836
st.http.2,600.0,150,18,1.767,12.328
st.http.2,600.0,150,19,2.062,17.702
st.http.2,600.0,150,20,1.673,15.689
st.http.2,600.0,300,1,2.046,18.061
st.http.2,600.0,300,2,1.919,16.353
st.http.2,600.0,300,3,1.35,12.572
st.http.2,600.0,300,4,1.871,15.652
st.http.2,600.0,300,5,1.944,12.616
st.http.2,600.0,300,6,2.0,19.716
